order_id,product_id,user_id,order_date,return_date,product_category,product_price,order_quantity,return_reason,return_status,days_to_return,user_age,user_gender,user_location,payment_method,shipping_method,discount_applied
ORD00005059,PROD00005059,USER00005059,2024-07-29,2024-05-12,Clothing,70.13,5,Wrong item,Returned,-78.0,27,Male,City70,Credit Card,Standard,40.87
ORD00005062,PROD00005062,USER00005062,2024-07-02,2024-09-08,Home,424.02,2,Wrong item,Returned,68.0,68,Female,City88,Credit Card,Express,17.23
ORD00005065,PROD00005065,USER00005065,2024-09-22,2024-06-15,Home,20.49,4,Wrong item,Returned,-99.0,61,Male,City40,Credit Card,Standard,31.85
ORD00005066,PROD00005066,USER00005066,2024-08-05,2024-02-05,Home,99.51,1,Defective,Returned,-182.0,48,Male,City50,Debit Card,Standard,39.75
ORD00005072,PROD00005072,USER00005072,2024-11-27,2023-03-11,Electronics,453.18,5,Wrong item,Returned,-627.0,27,Male,City66,PayPal,Express,22.72
ORD00005076,PROD00005076,USER00005076,2023-09-23,2023-02-01,Books,499.21,2,Defective,Returned,-234.0,52,Female,City3,PayPal,Next-Day,12.64
ORD00005078,PROD00005078,USER00005078,2024-05-25,2023-12-18,Toys,155.05,1,Changed mind,Returned,-159.0,64,Male,City93,Debit Card,Standard,8.51
ORD00005079,PROD00005079,USER00005079,2024-04-14,2024-04-12,Home,117.78,2,Not as described,Returned,-2.0,21,Female,City26,Gift Card,Express,35.89
ORD00005081,PROD00005081,USER00005081,2024-10-19,2023-06-03,Electronics,95.58,4,Not as described,Returned,-504.0,53,Female,City75,PayPal,Express,30.9
ORD00005082,PROD00005082,USER00005082,2023-09-06,2023-05-05,Electronics,244.59,3,Wrong item,Returned,-124.0,46,Male,City97,PayPal,Next-Day,12.51
ORD00005084,PROD00005084,USER00005084,2023-09-10,2024-05-23,Electronics,237.61,4,Defective,Returned,256.0,20,Female,City27,Credit Card,Standard,11.36
ORD00005086,PROD00005086,USER00005086,2024-10-06,2023-01-19,Home,135.45,3,Defective,Returned,-626.0,27,Male,City91,Gift Card,Express,44.67
ORD00005087,PROD00005087,USER00005087,2023-04-16,2024-08-15,Clothing,417.19,4,Changed mind,Returned,487.0,38,Male,City5,PayPal,Express,14.14
ORD00005091,PROD00005091,USER00005091,2024-07-28,2024-01-27,Clothing,208.15,3,Defective,Returned,-183.0,60,Male,City40,Credit Card,Standard,12.48
ORD00005092,PROD00005092,USER00005092,2024-12-21,2023-01-02,Electronics,125.01,5,Changed mind,Returned,-719.0,68,Female,City49,PayPal,Express,40.5
ORD00005093,PROD00005093,USER00005093,2023-04-11,2024-11-22,Home,343.2,5,Wrong item,Returned,591.0,59,Female,City28,PayPal,Standard,26.39
ORD00005094,PROD00005094,USER00005094,2024-04-03,2023-12-27,Home,164.0,3,Defective,Returned,-98.0,44,Male,City45,Credit Card,Standard,6.09
ORD00005095,PROD00005095,USER00005095,2024-11-07,2023-01-05,Home,387.42,4,Defective,Returned,-672.0,53,Female,City24,PayPal,Next-Day,27.89
ORD00005097,PROD00005097,USER00005097,2024-09-28,2024-11-14,Clothing,472.39,2,Changed mind,Returned,47.0,33,Male,City43,PayPal,Express,35.95
ORD00005098,PROD00005098,USER00005098,2024-05-28,2023-10-26,Home,426.47,3,Not as described,Returned,-215.0,20,Female,City92,Gift Card,Standard,7.11
ORD00005101,PROD00005101,USER00005101,2023-04-13,2024-10-08,Electronics,417.97,4,Wrong item,Returned,544.0,23,Female,City36,Credit Card,Express,21.57
ORD00005105,PROD00005105,USER00005105,2024-05-25,2023-04-14,Books,11.14,3,Not as described,Returned,-407.0,64,Female,City91,Gift Card,Standard,42.95
ORD00005111,PROD00005111,USER00005111,2024-11-11,2023-01-17,Home,397.47,1,Wrong item,Returned,-664.0,40,Female,City98,Debit Card,Next-Day,1.03
ORD00005112,PROD00005112,USER00005112,2023-05-19,2024-04-13,Electronics,365.19,1,Not as described,Returned,330.0,23,Female,City80,PayPal,Next-Day,35.81
ORD00005113,PROD00005113,USER00005113,2023-07-17,2024-09-11,Toys,419.51,2,Defective,Returned,422.0,20,Female,City39,Gift Card,Express,44.01
ORD00005114,PROD00005114,USER00005114,2024-12-17,2024-07-22,Toys,68.26,2,Not as described,Returned,-148.0,31,Female,City84,PayPal,Standard,26.4
ORD00005115,PROD00005115,USER00005115,2024-08-31,2024-02-10,Toys,90.28,3,Changed mind,Returned,-203.0,50,Female,City83,PayPal,Standard,19.54
ORD00005118,PROD00005118,USER00005118,2023-10-12,2024-11-22,Clothing,341.89,5,Not as described,Returned,407.0,28,Male,City42,PayPal,Next-Day,18.34
ORD00005120,PROD00005120,USER00005120,2023-06-29,2024-01-04,Electronics,266.72,3,Defective,Returned,189.0,18,Female,City86,PayPal,Standard,43.4
ORD00005121,PROD00005121,USER00005121,2024-05-10,2023-07-10,Books,220.19,4,Changed mind,Returned,-305.0,66,Female,City6,Gift Card,Next-Day,16.29
ORD00005123,PROD00005123,USER00005123,2024-09-16,2024-09-27,Electronics,371.86,1,Wrong item,Returned,11.0,48,Female,City58,PayPal,Standard,11.25
ORD00005125,PROD00005125,USER00005125,2024-01-21,2023-08-19,Home,342.66,4,Wrong item,Returned,-155.0,56,Male,City71,Debit Card,Express,23.63
ORD00005126,PROD00005126,USER00005126,2023-03-24,2023-02-19,Toys,61.39,1,Defective,Returned,-33.0,61,Male,City64,PayPal,Standard,2.74
ORD00005127,PROD00005127,USER00005127,2024-07-12,2023-10-21,Clothing,264.93,3,Defective,Returned,-265.0,31,Female,City66,PayPal,Express,8.51
ORD00005129,PROD00005129,USER00005129,2024-01-12,2023-07-14,Electronics,282.34,1,Defective,Returned,-182.0,28,Female,City57,Credit Card,Standard,49.16
ORD00005131,PROD00005131,USER00005131,2023-01-18,2023-02-21,Books,279.4,4,Changed mind,Returned,34.0,28,Female,City10,PayPal,Express,42.59
ORD00005132,PROD00005132,USER00005132,2024-09-20,2024-10-15,Toys,201.56,1,Wrong item,Returned,25.0,26,Female,City93,Debit Card,Next-Day,31.18
ORD00005139,PROD00005139,USER00005139,2024-12-23,2024-10-30,Home,110.88,2,Wrong item,Returned,-54.0,42,Male,City48,Debit Card,Express,24.76
ORD00005140,PROD00005140,USER00005140,2024-04-22,2024-04-07,Home,410.65,1,Wrong item,Returned,-15.0,30,Female,City77,Credit Card,Standard,14.81
ORD00005143,PROD00005143,USER00005143,2024-04-28,2024-02-22,Electronics,71.13,5,Changed mind,Returned,-66.0,36,Male,City51,Credit Card,Next-Day,8.88
ORD00005148,PROD00005148,USER00005148,2024-12-04,2024-08-08,Home,319.29,5,Wrong item,Returned,-118.0,31,Male,City51,Credit Card,Express,29.81
ORD00005150,PROD00005150,USER00005150,2024-11-06,2023-03-11,Home,210.02,4,Not as described,Returned,-606.0,66,Female,City75,Gift Card,Next-Day,39.26
ORD00005151,PROD00005151,USER00005151,2024-03-29,2023-11-10,Toys,385.24,4,Changed mind,Returned,-140.0,67,Female,City91,PayPal,Standard,19.39
ORD00005153,PROD00005153,USER00005153,2024-10-10,2024-11-17,Electronics,305.85,2,Changed mind,Returned,38.0,31,Male,City97,Credit Card,Standard,13.64
ORD00005154,PROD00005154,USER00005154,2023-07-04,2023-01-30,Electronics,326.37,1,Wrong item,Returned,-155.0,57,Male,City89,PayPal,Standard,48.63
ORD00005156,PROD00005156,USER00005156,2023-02-19,2024-03-23,Electronics,30.23,4,Changed mind,Returned,398.0,27,Female,City1,PayPal,Express,3.19
ORD00005163,PROD00005163,USER00005163,2024-04-30,2023-07-09,Electronics,450.51,5,Changed mind,Returned,-296.0,59,Female,City72,PayPal,Express,5.2
ORD00005164,PROD00005164,USER00005164,2023-05-27,2024-03-09,Electronics,196.8,5,Defective,Returned,287.0,44,Male,City100,Debit Card,Standard,42.86
ORD00005165,PROD00005165,USER00005165,2023-10-24,2024-11-09,Toys,56.52,2,Not as described,Returned,382.0,57,Male,City68,Debit Card,Next-Day,37.74
ORD00005171,PROD00005171,USER00005171,2024-10-17,2023-11-15,Clothing,150.0,4,Wrong item,Returned,-337.0,62,Male,City59,Gift Card,Express,4.52
ORD00005172,PROD00005172,USER00005172,2023-01-30,2023-09-25,Toys,443.82,4,Defective,Returned,238.0,66,Male,City19,Debit Card,Next-Day,34.51
ORD00005176,PROD00005176,USER00005176,2024-05-01,2023-03-27,Books,33.33,1,Not as described,Returned,-401.0,19,Female,City52,Debit Card,Express,34.18
ORD00005177,PROD00005177,USER00005177,2023-10-10,2024-04-18,Home,223.06,5,Not as described,Returned,191.0,45,Female,City5,Gift Card,Next-Day,19.48
ORD00005178,PROD00005178,USER00005178,2024-02-01,2023-11-24,Toys,379.26,5,Not as described,Returned,-69.0,34,Female,City42,Credit Card,Express,25.01
ORD00005179,PROD00005179,USER00005179,2023-01-01,2024-05-19,Home,179.8,4,Not as described,Returned,504.0,44,Female,City59,Credit Card,Standard,7.01
ORD00005184,PROD00005184,USER00005184,2023-08-28,2024-10-20,Clothing,291.79,5,Wrong item,Returned,419.0,47,Male,City87,Debit Card,Next-Day,26.98
ORD00005185,PROD00005185,USER00005185,2024-07-07,2023-11-22,Home,80.43,4,Changed mind,Returned,-228.0,26,Female,City60,Gift Card,Express,34.71
ORD00005186,PROD00005186,USER00005186,2024-06-11,2023-01-22,Clothing,177.74,5,Not as described,Returned,-506.0,65,Male,City75,PayPal,Standard,3.0
ORD00005187,PROD00005187,USER00005187,2023-07-31,2023-12-23,Clothing,466.99,2,Wrong item,Returned,145.0,64,Female,City36,PayPal,Express,22.82
ORD00005188,PROD00005188,USER00005188,2024-10-05,2023-01-30,Electronics,297.09,2,Not as described,Returned,-614.0,40,Female,City65,Debit Card,Next-Day,15.1
ORD00005189,PROD00005189,USER00005189,2023-02-28,2024-11-10,Books,19.3,2,Changed mind,Returned,621.0,23,Male,City7,Gift Card,Next-Day,17.72
ORD00005190,PROD00005190,USER00005190,2024-01-12,2023-12-12,Books,76.93,2,Not as described,Returned,-31.0,28,Male,City24,Credit Card,Standard,5.07
ORD00005192,PROD00005192,USER00005192,2023-06-05,2023-09-22,Home,328.26,5,Wrong item,Returned,109.0,54,Male,City21,Gift Card,Next-Day,49.19
ORD00005194,PROD00005194,USER00005194,2024-06-19,2023-07-07,Toys,319.27,1,Not as described,Returned,-348.0,59,Female,City78,Debit Card,Standard,17.0
ORD00005195,PROD00005195,USER00005195,2024-03-09,2024-08-20,Home,196.73,5,Changed mind,Returned,164.0,70,Female,City48,Credit Card,Next-Day,42.14
ORD00005196,PROD00005196,USER00005196,2024-04-17,2023-03-26,Clothing,267.6,5,Wrong item,Returned,-388.0,68,Female,City77,PayPal,Next-Day,7.91
ORD00005206,PROD00005206,USER00005206,2024-07-04,2024-04-27,Clothing,457.54,2,Not as described,Returned,-68.0,47,Male,City84,Credit Card,Next-Day,47.47
ORD00005207,PROD00005207,USER00005207,2024-02-19,2024-06-06,Books,238.13,3,Changed mind,Returned,108.0,19,Female,City75,PayPal,Express,35.91
ORD00005212,PROD00005212,USER00005212,2023-03-11,2023-07-12,Clothing,290.59,3,Wrong item,Returned,123.0,51,Female,City11,Credit Card,Standard,10.75
ORD00005214,PROD00005214,USER00005214,2023-12-06,2024-10-17,Clothing,270.12,5,Wrong item,Returned,316.0,59,Male,City27,Credit Card,Express,20.3
ORD00005215,PROD00005215,USER00005215,2023-03-08,2023-12-16,Home,191.42,1,Wrong item,Returned,283.0,39,Male,City80,Gift Card,Next-Day,26.47
ORD00005217,PROD00005217,USER00005217,2024-02-05,2023-12-19,Clothing,372.17,4,Wrong item,Returned,-48.0,55,Male,City84,Gift Card,Standard,41.88
ORD00005218,PROD00005218,USER00005218,2024-10-16,2024-09-02,Toys,210.08,5,Changed mind,Returned,-44.0,42,Female,City18,PayPal,Express,21.16
ORD00005219,PROD00005219,USER00005219,2023-11-05,2024-02-06,Electronics,296.37,2,Changed mind,Returned,93.0,26,Male,City98,PayPal,Next-Day,42.59
ORD00005221,PROD00005221,USER00005221,2024-09-05,2023-06-26,Electronics,353.36,5,Defective,Returned,-437.0,34,Female,City64,Debit Card,Express,45.29
ORD00005222,PROD00005222,USER00005222,2024-06-13,2023-06-27,Home,177.36,2,Not as described,Returned,-352.0,61,Male,City93,Credit Card,Next-Day,9.64
ORD00005223,PROD00005223,USER00005223,2023-11-30,2024-12-23,Clothing,194.93,5,Wrong item,Returned,389.0,22,Female,City24,Gift Card,Standard,24.76
ORD00005224,PROD00005224,USER00005224,2024-05-28,2024-02-21,Toys,16.59,1,Not as described,Returned,-97.0,52,Male,City90,PayPal,Standard,29.74
ORD00005225,PROD00005225,USER00005225,2023-04-23,2023-07-21,Home,498.01,3,Not as described,Returned,89.0,69,Male,City26,Debit Card,Standard,8.02
ORD00005226,PROD00005226,USER00005226,2024-05-10,2024-06-16,Books,477.59,2,Wrong item,Returned,37.0,34,Male,City95,Debit Card,Express,38.71
ORD00005227,PROD00005227,USER00005227,2024-03-16,2023-02-02,Toys,247.36,3,Not as described,Returned,-408.0,24,Female,City99,Debit Card,Express,7.26
ORD00005228,PROD00005228,USER00005228,2024-11-09,2024-11-15,Books,395.87,4,Changed mind,Returned,6.0,49,Female,City90,Gift Card,Standard,23.75
ORD00005229,PROD00005229,USER00005229,2024-01-21,2024-05-14,Books,24.38,1,Defective,Returned,114.0,44,Male,City53,Credit Card,Standard,29.26
ORD00005230,PROD00005230,USER00005230,2023-01-29,2024-05-20,Clothing,442.18,1,Defective,Returned,477.0,66,Female,City34,Debit Card,Standard,44.67
ORD00005232,PROD00005232,USER00005232,2024-04-18,2023-02-25,Clothing,112.26,2,Changed mind,Returned,-418.0,51,Male,City10,Debit Card,Standard,31.91
ORD00005233,PROD00005233,USER00005233,2024-02-01,2024-08-22,Toys,344.34,1,Defective,Returned,203.0,27,Female,City53,Gift Card,Express,34.63
ORD00005234,PROD00005234,USER00005234,2023-08-27,2024-05-18,Toys,332.78,3,Not as described,Returned,265.0,37,Female,City73,Gift Card,Standard,26.37
ORD00005235,PROD00005235,USER00005235,2024-08-14,2024-09-02,Toys,323.98,5,Changed mind,Returned,19.0,65,Female,City42,Credit Card,Standard,3.58
ORD00005236,PROD00005236,USER00005236,2024-06-22,2024-04-13,Clothing,64.56,1,Wrong item,Returned,-70.0,48,Male,City64,Debit Card,Next-Day,9.04
ORD00005238,PROD00005238,USER00005238,2024-07-01,2023-07-20,Clothing,24.07,4,Wrong item,Returned,-347.0,61,Male,City39,Gift Card,Next-Day,0.03
ORD00005239,PROD00005239,USER00005239,2024-06-22,2024-07-15,Electronics,179.71,5,Defective,Returned,23.0,40,Female,City14,Debit Card,Next-Day,37.92
ORD00005240,PROD00005240,USER00005240,2023-05-11,2024-04-05,Clothing,178.53,5,Defective,Returned,330.0,60,Female,City71,Gift Card,Standard,41.81
ORD00005241,PROD00005241,USER00005241,2024-02-15,2023-09-20,Clothing,289.14,2,Wrong item,Returned,-148.0,39,Male,City99,Debit Card,Next-Day,15.97
ORD00005250,PROD00005250,USER00005250,2023-01-07,2024-08-24,Toys,363.57,2,Not as described,Returned,595.0,64,Female,City37,PayPal,Next-Day,28.14
ORD00005252,PROD00005252,USER00005252,2023-04-25,2024-04-26,Clothing,332.77,5,Changed mind,Returned,367.0,58,Female,City72,PayPal,Express,20.96
ORD00005253,PROD00005253,USER00005253,2023-11-05,2023-05-08,Home,14.7,5,Defective,Returned,-181.0,61,Male,City4,Gift Card,Standard,48.99
ORD00005257,PROD00005257,USER00005257,2024-03-16,2024-07-07,Books,9.23,5,Not as described,Returned,113.0,31,Female,City92,Debit Card,Standard,30.97
ORD00005263,PROD00005263,USER00005263,2024-02-02,2024-07-20,Electronics,106.7,3,Wrong item,Returned,169.0,23,Male,City69,Gift Card,Express,44.02
ORD00005264,PROD00005264,USER00005264,2023-04-14,2023-07-29,Books,308.22,1,Not as described,Returned,106.0,58,Female,City58,Credit Card,Standard,35.2
ORD00005266,PROD00005266,USER00005266,2023-01-01,2024-06-23,Electronics,233.97,3,Wrong item,Returned,539.0,54,Female,City56,Credit Card,Standard,38.82
ORD00005267,PROD00005267,USER00005267,2023-11-14,2023-06-20,Home,277.69,5,Defective,Returned,-147.0,25,Female,City27,PayPal,Express,41.84
ORD00005268,PROD00005268,USER00005268,2023-04-10,2023-03-21,Clothing,430.66,2,Changed mind,Returned,-20.0,53,Female,City86,PayPal,Express,42.73
ORD00005269,PROD00005269,USER00005269,2023-06-14,2024-11-16,Electronics,343.19,2,Defective,Returned,521.0,39,Male,City84,PayPal,Next-Day,17.41
ORD00005272,PROD00005272,USER00005272,2024-01-16,2023-03-11,Clothing,255.24,4,Wrong item,Returned,-311.0,40,Female,City17,PayPal,Express,21.05
ORD00005273,PROD00005273,USER00005273,2024-06-09,2024-10-06,Electronics,395.93,4,Changed mind,Returned,119.0,25,Female,City8,Gift Card,Express,47.27
ORD00005275,PROD00005275,USER00005275,2024-06-24,2023-03-16,Toys,282.4,4,Changed mind,Returned,-466.0,66,Male,City7,Gift Card,Standard,4.91
ORD00005277,PROD00005277,USER00005277,2023-10-05,2023-12-07,Electronics,414.77,4,Defective,Returned,63.0,41,Female,City57,PayPal,Standard,32.4
ORD00005281,PROD00005281,USER00005281,2024-08-22,2024-10-08,Home,338.45,1,Not as described,Returned,47.0,30,Female,City28,PayPal,Standard,29.92
ORD00005282,PROD00005282,USER00005282,2023-02-21,2023-07-15,Clothing,209.82,2,Wrong item,Returned,144.0,62,Male,City33,Debit Card,Standard,8.59
ORD00005283,PROD00005283,USER00005283,2024-11-20,2024-02-02,Electronics,72.71,5,Changed mind,Returned,-292.0,54,Male,City10,Debit Card,Express,28.17
ORD00005287,PROD00005287,USER00005287,2024-07-31,2024-10-06,Toys,362.3,4,Not as described,Returned,67.0,51,Male,City77,Debit Card,Next-Day,0.57
ORD00005291,PROD00005291,USER00005291,2023-02-04,2024-05-02,Electronics,142.6,1,Wrong item,Returned,453.0,41,Female,City50,PayPal,Express,7.97
ORD00005292,PROD00005292,USER00005292,2023-03-08,2024-09-06,Home,90.5,2,Changed mind,Returned,548.0,49,Female,City7,Credit Card,Express,43.08
ORD00005298,PROD00005298,USER00005298,2024-03-31,2023-01-30,Clothing,491.35,4,Defective,Returned,-426.0,44,Female,City42,Gift Card,Standard,20.22
ORD00005300,PROD00005300,USER00005300,2024-08-19,2024-02-06,Home,484.12,4,Defective,Returned,-195.0,57,Female,City91,Debit Card,Next-Day,2.23
ORD00005301,PROD00005301,USER00005301,2023-12-07,2024-04-01,Books,412.74,1,Defective,Returned,116.0,33,Female,City62,Debit Card,Express,30.49
ORD00005304,PROD00005304,USER00005304,2024-03-23,2024-12-29,Books,478.29,5,Changed mind,Returned,281.0,54,Female,City71,PayPal,Next-Day,1.57
ORD00005306,PROD00005306,USER00005306,2023-05-15,2024-07-01,Home,360.42,2,Changed mind,Returned,413.0,44,Female,City37,Credit Card,Standard,39.79
ORD00005307,PROD00005307,USER00005307,2023-11-23,2024-09-18,Electronics,95.28,4,Not as described,Returned,300.0,66,Female,City86,PayPal,Next-Day,37.58
ORD00005312,PROD00005312,USER00005312,2023-06-01,2023-06-09,Home,308.3,3,Wrong item,Returned,8.0,37,Female,City44,PayPal,Express,5.07
ORD00005313,PROD00005313,USER00005313,2024-07-21,2023-09-04,Books,496.74,3,Wrong item,Returned,-321.0,32,Male,City20,Credit Card,Next-Day,45.06
ORD00005315,PROD00005315,USER00005315,2024-12-14,2023-12-02,Electronics,296.82,4,Defective,Returned,-378.0,55,Female,City14,PayPal,Next-Day,18.97
ORD00005316,PROD00005316,USER00005316,2024-09-27,2023-06-17,Books,158.87,2,Not as described,Returned,-468.0,20,Female,City22,Credit Card,Standard,41.92
ORD00005320,PROD00005320,USER00005320,2024-09-17,2024-05-03,Electronics,466.52,5,Wrong item,Returned,-137.0,59,Male,City32,Gift Card,Standard,3.12
ORD00005321,PROD00005321,USER00005321,2023-08-10,2023-09-20,Books,212.58,1,Wrong item,Returned,41.0,36,Female,City4,Gift Card,Next-Day,30.28
ORD00005322,PROD00005322,USER00005322,2023-01-21,2024-05-05,Home,439.76,3,Defective,Returned,470.0,19,Male,City86,Credit Card,Next-Day,13.2
ORD00005323,PROD00005323,USER00005323,2023-08-04,2023-08-26,Home,361.59,2,Not as described,Returned,22.0,33,Female,City91,Gift Card,Express,33.82
ORD00005326,PROD00005326,USER00005326,2023-08-22,2024-10-05,Toys,448.53,5,Not as described,Returned,410.0,47,Male,City35,Credit Card,Express,23.75
ORD00005327,PROD00005327,USER00005327,2024-07-30,2023-06-02,Toys,352.18,1,Defective,Returned,-424.0,36,Male,City27,Debit Card,Next-Day,16.65
ORD00005328,PROD00005328,USER00005328,2024-02-15,2024-09-08,Toys,203.54,2,Defective,Returned,206.0,48,Female,City75,Gift Card,Standard,30.51
ORD00005330,PROD00005330,USER00005330,2023-05-06,2024-04-14,Electronics,334.51,3,Wrong item,Returned,344.0,52,Male,City2,PayPal,Express,31.7
ORD00005331,PROD00005331,USER00005331,2024-01-10,2024-02-24,Books,8.01,5,Changed mind,Returned,45.0,21,Female,City47,Debit Card,Express,28.09
ORD00005332,PROD00005332,USER00005332,2023-08-22,2024-04-23,Books,217.66,4,Wrong item,Returned,245.0,38,Male,City51,Gift Card,Next-Day,47.37
ORD00005333,PROD00005333,USER00005333,2024-11-06,2024-12-11,Toys,306.95,2,Wrong item,Returned,35.0,20,Male,City78,Credit Card,Standard,11.12
ORD00005336,PROD00005336,USER00005336,2024-09-03,2024-10-16,Electronics,272.92,5,Defective,Returned,43.0,45,Male,City4,Debit Card,Express,4.03
ORD00005337,PROD00005337,USER00005337,2024-06-09,2024-11-23,Electronics,123.97,5,Not as described,Returned,167.0,43,Female,City100,Gift Card,Express,27.96
ORD00005340,PROD00005340,USER00005340,2023-08-24,2024-12-26,Books,310.41,5,Not as described,Returned,490.0,42,Female,City96,Credit Card,Next-Day,29.95
ORD00005345,PROD00005345,USER00005345,2024-04-01,2023-05-10,Toys,56.51,3,Defective,Returned,-327.0,34,Male,City13,PayPal,Next-Day,29.79
ORD00005351,PROD00005351,USER00005351,2024-08-14,2023-10-16,Electronics,276.42,2,Not as described,Returned,-303.0,27,Male,City15,PayPal,Standard,17.6
ORD00005352,PROD00005352,USER00005352,2023-08-01,2023-10-19,Home,387.93,1,Not as described,Returned,79.0,21,Female,City20,PayPal,Next-Day,39.7
ORD00005353,PROD00005353,USER00005353,2023-03-29,2024-01-04,Home,408.55,4,Wrong item,Returned,281.0,52,Male,City27,Credit Card,Next-Day,15.58
ORD00005356,PROD00005356,USER00005356,2023-01-16,2023-07-14,Home,197.66,3,Not as described,Returned,179.0,19,Male,City27,PayPal,Next-Day,18.54
ORD00005357,PROD00005357,USER00005357,2024-04-22,2023-06-12,Home,457.42,1,Not as described,Returned,-315.0,35,Female,City100,Debit Card,Next-Day,18.76
ORD00005358,PROD00005358,USER00005358,2024-01-07,2024-04-11,Clothing,475.93,4,Defective,Returned,95.0,22,Male,City13,Credit Card,Express,41.9
ORD00005361,PROD00005361,USER00005361,2023-07-02,2023-11-21,Clothing,410.29,1,Changed mind,Returned,142.0,62,Male,City73,Gift Card,Standard,14.63
ORD00005362,PROD00005362,USER00005362,2023-10-02,2023-04-18,Electronics,295.76,3,Defective,Returned,-167.0,54,Male,City4,Credit Card,Next-Day,30.94
ORD00005363,PROD00005363,USER00005363,2024-07-25,2024-09-30,Electronics,86.88,5,Changed mind,Returned,67.0,70,Male,City68,Gift Card,Express,10.5
ORD00005364,PROD00005364,USER00005364,2023-11-19,2023-04-03,Home,109.61,1,Defective,Returned,-230.0,20,Male,City67,Credit Card,Standard,4.42
ORD00005365,PROD00005365,USER00005365,2024-03-21,2024-09-04,Books,343.75,4,Wrong item,Returned,167.0,29,Female,City10,Credit Card,Standard,48.89
ORD00005368,PROD00005368,USER00005368,2024-05-05,2024-11-29,Books,165.49,5,Not as described,Returned,208.0,66,Female,City78,PayPal,Next-Day,21.04
ORD00005370,PROD00005370,USER00005370,2023-10-05,2023-12-27,Books,405.83,1,Not as described,Returned,83.0,26,Male,City54,PayPal,Standard,31.88
ORD00005371,PROD00005371,USER00005371,2024-10-13,2023-08-23,Home,398.79,1,Not as described,Returned,-417.0,36,Female,City71,Gift Card,Standard,12.37
ORD00005372,PROD00005372,USER00005372,2023-04-22,2023-10-09,Toys,342.91,4,Not as described,Returned,170.0,39,Male,City48,PayPal,Next-Day,38.4
ORD00005373,PROD00005373,USER00005373,2023-06-09,2024-04-10,Toys,162.83,1,Not as described,Returned,306.0,57,Male,City28,PayPal,Standard,16.82
ORD00005374,PROD00005374,USER00005374,2024-09-16,2023-03-24,Electronics,10.68,3,Wrong item,Returned,-542.0,43,Male,City10,Debit Card,Next-Day,3.56
ORD00005378,PROD00005378,USER00005378,2023-08-30,2024-01-02,Books,35.0,3,Not as described,Returned,125.0,58,Female,City97,PayPal,Express,49.7
ORD00005380,PROD00005380,USER00005380,2023-01-11,2023-03-26,Books,30.61,4,Wrong item,Returned,74.0,69,Male,City94,Debit Card,Next-Day,46.87
ORD00005381,PROD00005381,USER00005381,2023-07-13,2023-10-03,Books,115.93,2,Not as described,Returned,82.0,37,Male,City42,Debit Card,Next-Day,35.97
ORD00005388,PROD00005388,USER00005388,2023-05-27,2023-01-19,Toys,175.27,4,Not as described,Returned,-128.0,40,Male,City7,Credit Card,Next-Day,15.59
ORD00005389,PROD00005389,USER00005389,2023-10-12,2024-08-19,Electronics,108.5,3,Defective,Returned,312.0,41,Male,City72,Debit Card,Standard,7.48
ORD00005390,PROD00005390,USER00005390,2024-05-08,2024-01-30,Books,160.48,1,Changed mind,Returned,-99.0,59,Female,City41,Gift Card,Express,1.12
ORD00005391,PROD00005391,USER00005391,2023-04-21,2023-07-02,Clothing,413.43,2,Defective,Returned,72.0,68,Male,City46,Debit Card,Next-Day,44.74
ORD00005393,PROD00005393,USER00005393,2023-01-26,2024-12-14,Books,470.42,2,Changed mind,Returned,688.0,41,Female,City64,PayPal,Standard,37.13
ORD00005394,PROD00005394,USER00005394,2023-03-17,2024-02-09,Home,294.61,3,Defective,Returned,329.0,43,Male,City53,Credit Card,Express,37.15
ORD00005397,PROD00005397,USER00005397,2024-04-25,2023-04-09,Clothing,217.45,1,Not as described,Returned,-382.0,61,Female,City31,Gift Card,Next-Day,1.82
ORD00005399,PROD00005399,USER00005399,2023-06-28,2024-12-25,Clothing,181.89,5,Not as described,Returned,546.0,66,Female,City30,Debit Card,Standard,40.14
ORD00005402,PROD00005402,USER00005402,2023-10-10,2023-03-31,Electronics,302.42,1,Not as described,Returned,-193.0,63,Male,City43,Gift Card,Standard,7.55
ORD00005403,PROD00005403,USER00005403,2023-11-24,2023-08-17,Electronics,73.71,3,Wrong item,Returned,-99.0,52,Female,City98,Gift Card,Express,4.35
ORD00005405,PROD00005405,USER00005405,2023-06-18,2024-07-18,Books,64.26,1,Not as described,Returned,396.0,28,Male,City81,Credit Card,Standard,45.08
ORD00005406,PROD00005406,USER00005406,2024-02-05,2023-04-13,Books,444.42,2,Wrong item,Returned,-298.0,29,Male,City98,Debit Card,Next-Day,12.52
ORD00005408,PROD00005408,USER00005408,2024-04-30,2024-03-28,Home,404.14,5,Defective,Returned,-33.0,50,Male,City95,PayPal,Express,31.5
ORD00005409,PROD00005409,USER00005409,2024-06-12,2023-03-26,Electronics,41.67,5,Wrong item,Returned,-444.0,63,Female,City15,Gift Card,Next-Day,3.8
ORD00005410,PROD00005410,USER00005410,2023-11-09,2023-07-15,Books,449.43,2,Not as described,Returned,-117.0,29,Female,City97,Debit Card,Next-Day,19.03
ORD00005411,PROD00005411,USER00005411,2024-11-29,2024-05-09,Home,165.79,2,Not as described,Returned,-204.0,26,Male,City64,Credit Card,Standard,26.41
